type,start_date,end_date,duration_blocks,basin
Dry,2021-10-01,2021-10-01,1,Danube
Wet,2021-11-01,2021-11-01,1,Danube
Dry,2021-12-01,2021-12-01,1,Danube
Wet,2022-01-01,2022-02-01,2,Danube
Dry,2022-03-01,2022-04-01,2,Danube
Wet,2022-05-01,2022-06-01,2,Danube
Dry,2022-07-01,2022-09-01,3,Danube
Wet,2022-10-01,2022-11-01,2,Danube
Dry,2022-12-01,2022-12-01,1,Danube
Wet,2023-01-01,2023-02-01,2,Danube
Dry,2023-03-01,2023-04-01,2,Danube
Wet,2023-05-01,2023-05-01,1,Danube
Dry,2023-06-01,2023-06-01,1,Danube
Wet,2023-07-01,2023-09-01,3,Danube
Dry,2023-10-01,2023-10-01,1,Danube
Wet,2023-11-01,2024-04-01,6,Danube
Dry,2024-05-01,2024-09-01,5,Danube
Wet,2024-10-01,2024-10-01,1,Danube
Dry,2024-11-01,2024-11-01,1,Danube
Wet,2024-12-01,2024-12-01,1,Danube
Dry,2002-01-01,2002-04-01,4,Ganges / Brahmaputra Basin
Wet,2002-05-01,2002-05-01,1,Ganges / Brahmaputra Basin
Dry,2002-06-01,2003-06-01,13,Ganges / Brahmaputra Basin
Wet,2003-07-01,2003-08-01,2,Ganges / Brahmaputra Basin
Dry,2003-09-01,2003-10-01,2,Ganges / Brahmaputra Basin
Wet,2003-11-01,2003-12-01,2,Ganges / Brahmaputra Basin
Dry,2004-01-01,2004-03-01,3,Ganges / Brahmaputra Basin
Wet,2004-04-01,2004-04-01,1,Ganges / Brahmaputra Basin
Dry,2004-05-01,2004-05-01,1,Ganges / Brahmaputra Basin
Wet,2004-06-01,2004-06-01,1,Ganges / Brahmaputra Basin
Dry,2004-07-01,2004-07-01,1,Ganges / Brahmaputra Basin
Wet,2004-08-01,2004-08-01,1,Ganges / Brahmaputra Basin
Dry,2004-09-01,2004-09-01,1,Ganges / Brahmaputra Basin
Wet,2004-10-01,2004-10-01,1,Ganges / Brahmaputra Basin
Dry,2004-11-01,2005-02-01,4,Ganges / Brahmaputra Basin
Wet,2005-03-01,2005-03-01,1,Ganges / Brahmaputra Basin
Dry,2005-04-01,2005-06-01,3,Ganges / Brahmaputra Basin
Wet,2005-07-01,2005-07-01,1,Ganges / Brahmaputra Basin
Dry,2005-08-01,2006-04-01,9,Ganges / Brahmaputra Basin
Wet,2006-05-01,2006-08-01,4,Ganges / Brahmaputra Basin
Dry,2006-09-01,2007-04-01,8,Ganges / Brahmaputra Basin
Wet,2007-05-01,2007-05-01,1,Ganges / Brahmaputra Basin
Dry,2007-06-01,2007-10-01,5,Ganges / Brahmaputra Basin
Wet,2007-11-01,2007-11-01,1,Ganges / Brahmaputra Basin
Dry,2007-12-01,2008-03-01,4,Ganges / Brahmaputra Basin
Wet,2008-04-01,2008-04-01,1,Ganges / Brahmaputra Basin
Dry,2008-05-01,2008-05-01,1,Ganges / Brahmaputra Basin
Wet,2008-06-01,2008-10-01,5,Ganges / Brahmaputra Basin
Dry,2008-11-01,2008-11-01,1,Ganges / Brahmaputra Basin
Wet,2008-12-01,2008-12-01,1,Ganges / Brahmaputra Basin
Dry,2009-01-01,2009-04-01,4,Ganges / Brahmaputra Basin
Wet,2009-05-01,2009-05-01,1,Ganges / Brahmaputra Basin
Dry,2009-06-01,2009-10-01,5,Ganges / Brahmaputra Basin
Wet,2009-11-01,2009-11-01,1,Ganges / Brahmaputra Basin
Dry,2009-12-01,2010-08-01,9,Ganges / Brahmaputra Basin
Wet,2010-09-01,2010-12-01,4,Ganges / Brahmaputra Basin
Dry,2011-01-01,2011-01-01,1,Ganges / Brahmaputra Basin
Wet,2011-02-01,2011-03-01,2,Ganges / Brahmaputra Basin
Dry,2011-04-01,2011-04-01,1,Ganges / Brahmaputra Basin
Wet,2011-05-01,2011-09-01,5,Ganges / Brahmaputra Basin
Dry,2011-10-01,2011-10-01,1,Ganges / Brahmaputra Basin
Wet,2011-11-01,2011-11-01,1,Ganges / Brahmaputra Basin
Dry,2011-12-01,2012-03-01,4,Ganges / Brahmaputra Basin
Wet,2012-04-01,2012-04-01,1,Ganges / Brahmaputra Basin
Dry,2012-05-01,2012-09-01,5,Ganges / Brahmaputra Basin
Wet,2012-10-01,2012-10-01,1,Ganges / Brahmaputra Basin
Dry,2012-11-01,2013-01-01,3,Ganges / Brahmaputra Basin
Wet,2013-02-01,2013-03-01,2,Ganges / Brahmaputra Basin
Dry,2013-04-01,2013-04-01,1,Ganges / Brahmaputra Basin
Wet,2013-05-01,2013-07-01,3,Ganges / Brahmaputra Basin
Dry,2013-08-01,2013-09-01,2,Ganges / Brahmaputra Basin
Wet,2013-10-01,2014-03-01,6,Ganges / Brahmaputra Basin
Dry,2014-04-01,2014-04-01,1,Ganges / Brahmaputra Basin
Wet,2014-05-01,2014-05-01,1,Ganges / Brahmaputra Basin
Dry,2014-06-01,2014-12-01,7,Ganges / Brahmaputra Basin
Wet,2015-01-01,2015-05-01,5,Ganges / Brahmaputra Basin
Dry,2015-06-01,2016-03-01,10,Ganges / Brahmaputra Basin
Wet,2016-04-01,2016-04-01,1,Ganges / Brahmaputra Basin
Dry,2016-05-01,2016-07-01,3,Ganges / Brahmaputra Basin
Wet,2016-08-01,2016-10-01,3,Ganges / Brahmaputra Basin
Dry,2016-11-01,2016-12-01,2,Ganges / Brahmaputra Basin
Wet,2017-01-01,2017-03-01,3,Ganges / Brahmaputra Basin
Dry,2017-04-01,2017-04-01,1,Ganges / Brahmaputra Basin
Wet,2017-05-01,2017-09-01,5,Ganges / Brahmaputra Basin
Dry,2017-10-01,2017-10-01,1,Ganges / Brahmaputra Basin
Wet,2017-11-01,2017-12-01,2,Ganges / Brahmaputra Basin
Dry,2018-01-01,2018-02-01,2,Ganges / Brahmaputra Basin
Wet,2018-03-01,2018-09-01,7,Ganges / Brahmaputra Basin
Dry,2018-10-01,2018-12-01,3,Ganges / Brahmaputra Basin
Wet,2019-01-01,2019-05-01,5,Ganges / Brahmaputra Basin
Dry,2019-06-01,2019-06-01,1,Ganges / Brahmaputra Basin
Wet,2019-07-01,2020-04-01,10,Ganges / Brahmaputra Basin
Dry,2020-05-01,2020-05-01,1,Ganges / Brahmaputra Basin
Wet,2020-06-01,2020-10-01,5,Ganges / Brahmaputra Basin
Dry,2020-11-01,2020-11-01,1,Ganges / Brahmaputra Basin
Wet,2020-12-01,2021-02-01,3,Ganges / Brahmaputra Basin
Dry,2021-03-01,2021-04-01,2,Ganges / Brahmaputra Basin
Wet,2021-05-01,2022-03-01,11,Ganges / Brahmaputra Basin
Dry,2022-04-01,2022-04-01,1,Ganges / Brahmaputra Basin
Wet,2022-05-01,2022-06-01,2,Ganges / Brahmaputra Basin
Dry,2022-07-01,2022-08-01,2,Ganges / Brahmaputra Basin
Wet,2022-09-01,2023-03-01,7,Ganges / Brahmaputra Basin
Dry,2023-04-01,2023-04-01,1,Ganges / Brahmaputra Basin
Wet,2023-05-01,2023-09-01,5,Ganges / Brahmaputra Basin
Dry,2023-10-01,2023-10-01,1,Ganges / Brahmaputra Basin
Wet,2023-11-01,2024-04-01,6,Ganges / Brahmaputra Basin
Dry,2024-05-01,2024-06-01,2,Ganges / Brahmaputra Basin
Wet,2024-07-01,2024-10-01,4,Ganges / Brahmaputra Basin
Dry,2024-11-01,2024-11-01,1,Ganges / Brahmaputra Basin
Wet,2024-12-01,2024-12-01,1,Ganges / Brahmaputra Basin
Dry,2002-01-01,2002-04-01,4,Mekong Basin
Wet,2002-05-01,2002-05-01,1,Mekong Basin
Dry,2002-06-01,2002-06-01,1,Mekong Basin
Wet,2002-07-01,2002-07-01,1,Mekong Basin
Dry,2002-08-01,2002-10-01,3,Mekong Basin
Wet,2002-11-01,2003-03-01,5,Mekong Basin
Dry,2003-04-01,2003-04-01,1,Mekong Basin
Wet,2003-05-01,2003-07-01,3,Mekong Basin
Dry,2003-08-01,2003-08-01,1,Mekong Basin
Wet,2003-09-01,2003-09-01,1,Mekong Basin
Dry,2003-10-01,2003-10-01,1,Mekong Basin
Wet,2003-11-01,2003-11-01,1,Mekong Basin
Dry,2003-12-01,2004-03-01,4,Mekong Basin
Wet,2004-04-01,2004-04-01,1,Mekong Basin
Dry,2004-05-01,2004-05-01,1,Mekong Basin
Wet,2004-06-01,2004-06-01,1,Mekong Basin
Dry,2004-07-01,2004-08-01,2,Mekong Basin
Wet,2004-09-01,2004-10-01,2,Mekong Basin
Dry,2004-11-01,2005-04-01,6,Mekong Basin
Wet,2005-05-01,2005-05-01,1,Mekong Basin
Dry,2005-06-01,2005-06-01,1,Mekong Basin
Wet,2005-07-01,2005-09-01,3,Mekong Basin
Dry,2005-10-01,2005-10-01,1,Mekong Basin
Wet,2005-11-01,2005-11-01,1,Mekong Basin
Dry,2005-12-01,2005-12-01,1,Mekong Basin
Wet,2006-01-01,2006-03-01,3,Mekong Basin
Dry,2006-04-01,2006-04-01,1,Mekong Basin
Wet,2006-05-01,2006-07-01,3,Mekong Basin
Dry,2006-08-01,2006-08-01,1,Mekong Basin
Wet,2006-09-01,2006-09-01,1,Mekong Basin
Dry,2006-10-01,2006-10-01,1,Mekong Basin
Wet,2006-11-01,2006-11-01,1,Mekong Basin
Dry,2006-12-01,2007-04-01,5,Mekong Basin
Wet,2007-05-01,2007-06-01,2,Mekong Basin
Dry,2007-07-01,2007-11-01,5,Mekong Basin
Wet,2007-12-01,2007-12-01,1,Mekong Basin
Dry,2008-01-01,2008-03-01,3,Mekong Basin
Wet,2008-04-01,2008-04-01,1,Mekong Basin
Dry,2008-05-01,2008-09-01,5,Mekong Basin
Wet,2008-10-01,2008-10-01,1,Mekong Basin
Dry,2008-11-01,2008-11-01,1,Mekong Basin
Wet,2008-12-01,2008-12-01,1,Mekong Basin
Dry,2009-01-01,2009-01-01,1,Mekong Basin
Wet,2009-02-01,2009-03-01,2,Mekong Basin
Dry,2009-04-01,2009-04-01,1,Mekong Basin
Wet,2009-05-01,2009-05-01,1,Mekong Basin
Dry,2009-06-01,2009-06-01,1,Mekong Basin
Wet,2009-07-01,2009-07-01,1,Mekong Basin
Dry,2009-08-01,2009-08-01,1,Mekong Basin
Wet,2009-09-01,2009-09-01,1,Mekong Basin
Dry,2009-10-01,2009-10-01,1,Mekong Basin
Wet,2009-11-01,2009-11-01,1,Mekong Basin
Dry,2009-12-01,2009-12-01,1,Mekong Basin
Wet,2010-01-01,2010-02-01,2,Mekong Basin
Dry,2010-03-01,2010-04-01,2,Mekong Basin
Wet,2010-05-01,2010-05-01,1,Mekong Basin
Dry,2010-06-01,2010-07-01,2,Mekong Basin
Wet,2010-08-01,2010-08-01,1,Mekong Basin
Dry,2010-09-01,2010-10-01,2,Mekong Basin
Wet,2010-11-01,2010-12-01,2,Mekong Basin
Dry,2011-01-01,2011-01-01,1,Mekong Basin
Wet,2011-02-01,2011-03-01,2,Mekong Basin
Dry,2011-04-01,2011-04-01,1,Mekong Basin
Wet,2011-05-01,2011-07-01,3,Mekong Basin
Dry,2011-08-01,2011-10-01,3,Mekong Basin
Wet,2011-11-01,2011-11-01,1,Mekong Basin
Dry,2011-12-01,2012-01-01,2,Mekong Basin
Wet,2012-02-01,2012-02-01,1,Mekong Basin
Dry,2012-03-01,2012-03-01,1,Mekong Basin
Wet,2012-04-01,2012-04-01,1,Mekong Basin
Dry,2012-05-01,2012-06-01,2,Mekong Basin
Wet,2012-07-01,2012-10-01,4,Mekong Basin
Dry,2012-11-01,2012-11-01,1,Mekong Basin
Wet,2012-12-01,2013-03-01,4,Mekong Basin
Dry,2013-04-01,2013-04-01,1,Mekong Basin
Wet,2013-05-01,2013-06-01,2,Mekong Basin
Dry,2013-07-01,2013-08-01,2,Mekong Basin
Wet,2013-09-01,2013-09-01,1,Mekong Basin
Dry,2013-10-01,2013-10-01,1,Mekong Basin
Wet,2013-11-01,2013-11-01,1,Mekong Basin
Dry,2013-12-01,2014-01-01,2,Mekong Basin
Wet,2014-02-01,2014-03-01,2,Mekong Basin
Dry,2014-04-01,2014-04-01,1,Mekong Basin
Wet,2014-05-01,2014-05-01,1,Mekong Basin
Dry,2014-06-01,2014-08-01,3,Mekong Basin
Wet,2014-09-01,2014-09-01,1,Mekong Basin
Dry,2014-10-01,2014-10-01,1,Mekong Basin
Wet,2014-11-01,2014-11-01,1,Mekong Basin
Dry,2014-12-01,2015-04-01,5,Mekong Basin
Wet,2015-05-01,2015-06-01,2,Mekong Basin
Dry,2015-07-01,2015-08-01,2,Mekong Basin
Wet,2015-09-01,2015-09-01,1,Mekong Basin
Dry,2015-10-01,2015-10-01,1,Mekong Basin
Wet,2015-11-01,2016-01-01,3,Mekong Basin
Dry,2016-02-01,2016-03-01,2,Mekong Basin
Wet,2016-04-01,2016-04-01,1,Mekong Basin
Dry,2016-05-01,2016-05-01,1,Mekong Basin
Wet,2016-06-01,2016-10-01,5,Mekong Basin
Dry,2016-11-01,2016-11-01,1,Mekong Basin
Wet,2016-12-01,2017-06-01,7,Mekong Basin
Dry,2017-07-01,2017-10-01,4,Mekong Basin
Wet,2017-11-01,2018-03-01,5,Mekong Basin
Dry,2018-04-01,2018-04-01,1,Mekong Basin
Wet,2018-05-01,2018-06-01,2,Mekong Basin
Dry,2018-07-01,2018-07-01,1,Mekong Basin
Wet,2018-08-01,2018-09-01,2,Mekong Basin
Dry,2018-10-01,2018-10-01,1,Mekong Basin
Wet,2018-11-01,2018-11-01,1,Mekong Basin
Dry,2018-12-01,2018-12-01,1,Mekong Basin
Wet,2019-01-01,2019-03-01,3,Mekong Basin
Dry,2019-04-01,2019-04-01,1,Mekong Basin
Wet,2019-05-01,2019-09-01,5,Mekong Basin
Dry,2019-10-01,2019-10-01,1,Mekong Basin
Wet,2019-11-01,2019-11-01,1,Mekong Basin
Dry,2019-12-01,2020-03-01,4,Mekong Basin
Wet,2020-04-01,2020-04-01,1,Mekong Basin
Dry,2020-05-01,2020-06-01,2,Mekong Basin
Wet,2020-07-01,2020-08-01,2,Mekong Basin
Dry,2020-09-01,2020-09-01,1,Mekong Basin
Wet,2020-10-01,2020-10-01,1,Mekong Basin
Dry,2020-11-01,2020-11-01,1,Mekong Basin
Wet,2020-12-01,2020-12-01,1,Mekong Basin
Dry,2021-01-01,2021-04-01,4,Mekong Basin
Wet,2021-05-01,2021-08-01,4,Mekong Basin
Dry,2021-09-01,2021-10-01,2,Mekong Basin
Wet,2021-11-01,2022-07-01,9,Mekong Basin
Dry,2022-08-01,2022-10-01,3,Mekong Basin
Wet,2022-11-01,2023-02-01,4,Mekong Basin
Dry,2023-03-01,2023-04-01,2,Mekong Basin
Wet,2023-05-01,2023-05-01,1,Mekong Basin
Dry,2023-06-01,2023-06-01,1,Mekong Basin
Wet,2023-07-01,2023-08-01,2,Mekong Basin
Dry,2023-09-01,2023-10-01,2,Mekong Basin
Wet,2023-11-01,2024-04-01,6,Mekong Basin
Dry,2024-05-01,2024-07-01,3,Mekong Basin
Wet,2024-08-01,2024-08-01,1,Mekong Basin
Dry,2024-09-01,2024-09-01,1,Mekong Basin
Wet,2024-10-01,2024-10-01,1,Mekong Basin
Dry,2024-11-01,2024-11-01,1,Mekong Basin
Wet,2024-12-01,2024-12-01,1,Mekong Basin
Wet,2002-01-01,2002-01-01,1,Mississippi / Missouri
Dry,2002-02-01,2002-10-01,9,Mississippi / Missouri
Wet,2002-11-01,2003-02-01,4,Mississippi / Missouri
Dry,2003-03-01,2003-04-01,2,Mississippi / Missouri
Wet,2003-05-01,2003-05-01,1,Mississippi / Missouri
Dry,2003-06-01,2003-10-01,5,Mississippi / Missouri
Wet,2003-11-01,2004-01-01,3,Mississippi / Missouri
Dry,2004-02-01,2004-03-01,2,Mississippi / Missouri
Wet,2004-04-01,2004-04-01,1,Mississippi / Missouri
Dry,2004-05-01,2004-06-01,2,Mississippi / Missouri
Wet,2004-07-01,2004-07-01,1,Mississippi / Missouri
Dry,2004-08-01,2004-09-01,2,Mississippi / Missouri
Wet,2004-10-01,2004-10-01,1,Mississippi / Missouri
Dry,2004-11-01,2004-11-01,1,Mississippi / Missouri
Wet,2004-12-01,2005-02-01,3,Mississippi / Missouri
Dry,2005-03-01,2005-04-01,2,Mississippi / Missouri
Wet,2005-05-01,2005-06-01,2,Mississippi / Missouri
Dry,2005-07-01,2005-10-01,4,Mississippi / Missouri
Wet,2005-11-01,2005-11-01,1,Mississippi / Missouri
Dry,2005-12-01,2005-12-01,1,Mississippi / Missouri
Wet,2006-01-01,2006-01-01,1,Mississippi / Missouri
Dry,2006-02-01,2006-10-01,9,Mississippi / Missouri
Wet,2006-11-01,2007-01-01,3,Mississippi / Missouri
Dry,2007-02-01,2007-02-01,1,Mississippi / Missouri
Wet,2007-03-01,2007-03-01,1,Mississippi / Missouri
Dry,2007-04-01,2007-04-01,1,Mississippi / Missouri
Wet,2007-05-01,2007-06-01,2,Mississippi / Missouri
Dry,2007-07-01,2007-10-01,4,Mississippi / Missouri
Wet,2007-11-01,2007-11-01,1,Mississippi / Missouri
Dry,2007-12-01,2008-01-01,2,Mississippi / Missouri
Wet,2008-02-01,2008-04-01,3,Mississippi / Missouri
Dry,2008-05-01,2008-07-01,3,Mississippi / Missouri
Wet,2008-08-01,2008-10-01,3,Mississippi / Missouri
Dry,2008-11-01,2009-04-01,6,Mississippi / Missouri
Wet,2009-05-01,2009-06-01,2,Mississippi / Missouri
Dry,2009-07-01,2009-07-01,1,Mississippi / Missouri
Wet,2009-08-01,2009-11-01,4,Mississippi / Missouri
Dry,2009-12-01,2010-02-01,3,Mississippi / Missouri
Wet,2010-03-01,2010-03-01,1,Mississippi / Missouri
Dry,2010-04-01,2010-04-01,1,Mississippi / Missouri
Wet,2010-05-01,2010-08-01,4,Mississippi / Missouri
Dry,2010-09-01,2011-04-01,8,Mississippi / Missouri
Wet,2011-05-01,2011-05-01,1,Mississippi / Missouri
Dry,2011-06-01,2011-10-01,5,Mississippi / Missouri
Wet,2011-11-01,2012-04-01,6,Mississippi / Missouri
Dry,2012-05-01,2012-09-01,5,Mississippi / Missouri
Wet,2012-10-01,2012-10-01,1,Mississippi / Missouri
Dry,2012-11-01,2012-11-01,1,Mississippi / Missouri
Wet,2012-12-01,2013-02-01,3,Mississippi / Missouri
Dry,2013-03-01,2013-04-01,2,Mississippi / Missouri
Wet,2013-05-01,2013-05-01,1,Mississippi / Missouri
Dry,2013-06-01,2013-07-01,2,Mississippi / Missouri
Wet,2013-08-01,2013-09-01,2,Mississippi / Missouri
Dry,2013-10-01,2013-10-01,1,Mississippi / Missouri
Wet,2013-11-01,2013-11-01,1,Mississippi / Missouri
Dry,2013-12-01,2014-04-01,5,Mississippi / Missouri
Wet,2014-05-01,2014-09-01,5,Mississippi / Missouri
Dry,2014-10-01,2014-12-01,3,Mississippi / Missouri
Wet,2015-01-01,2015-02-01,2,Mississippi / Missouri
Dry,2015-03-01,2015-04-01,2,Mississippi / Missouri
Wet,2015-05-01,2015-09-01,5,Mississippi / Missouri
Dry,2015-10-01,2015-10-01,1,Mississippi / Missouri
Wet,2015-11-01,2016-04-01,6,Mississippi / Missouri
Dry,2016-05-01,2016-05-01,1,Mississippi / Missouri
Wet,2016-06-01,2016-10-01,5,Mississippi / Missouri
Dry,2016-11-01,2017-01-01,3,Mississippi / Missouri
Wet,2017-02-01,2017-03-01,2,Mississippi / Missouri
Dry,2017-04-01,2017-04-01,1,Mississippi / Missouri
Wet,2017-05-01,2017-05-01,1,Mississippi / Missouri
Dry,2017-06-01,2017-06-01,1,Mississippi / Missouri
Wet,2017-07-01,2017-09-01,3,Mississippi / Missouri
Dry,2017-10-01,2017-10-01,1,Mississippi / Missouri
Wet,2017-11-01,2017-11-01,1,Mississippi / Missouri
Dry,2017-12-01,2018-04-01,5,Mississippi / Missouri
Wet,2018-05-01,2019-01-01,9,Mississippi / Missouri
Dry,2019-02-01,2019-02-01,1,Mississippi / Missouri
Wet,2019-03-01,2019-09-01,7,Mississippi / Missouri
Dry,2019-10-01,2019-10-01,1,Mississippi / Missouri
Wet,2019-11-01,2019-11-01,1,Mississippi / Missouri
Dry,2019-12-01,2019-12-01,1,Mississippi / Missouri
Wet,2020-01-01,2020-04-01,4,Mississippi / Missouri
Dry,2020-05-01,2020-05-01,1,Mississippi / Missouri
Wet,2020-06-01,2020-08-01,3,Mississippi / Missouri
Dry,2020-09-01,2020-09-01,1,Mississippi / Missouri
Wet,2020-10-01,2020-10-01,1,Mississippi / Missouri
Dry,2020-11-01,2020-11-01,1,Mississippi / Missouri
Wet,2020-12-01,2021-01-01,2,Mississippi / Missouri
Dry,2021-02-01,2021-04-01,3,Mississippi / Missouri
Wet,2021-05-01,2021-12-01,8,Mississippi / Missouri
Dry,2022-01-01,2022-04-01,4,Mississippi / Missouri
Wet,2022-05-01,2022-05-01,1,Mississippi / Missouri
Dry,2022-06-01,2022-07-01,2,Mississippi / Missouri
Wet,2022-08-01,2022-09-01,2,Mississippi / Missouri
Dry,2022-10-01,2022-10-01,1,Mississippi / Missouri
Wet,2022-11-01,2022-11-01,1,Mississippi / Missouri
Dry,2022-12-01,2023-01-01,2,Mississippi / Missouri
Wet,2023-02-01,2023-02-01,1,Mississippi / Missouri
Dry,2023-03-01,2023-04-01,2,Mississippi / Missouri
Wet,2023-05-01,2023-09-01,5,Mississippi / Missouri
Dry,2023-10-01,2023-10-01,1,Mississippi / Missouri
Wet,2023-11-01,2023-12-01,2,Mississippi / Missouri
Dry,2024-01-01,2024-01-01,1,Mississippi / Missouri
Wet,2024-02-01,2024-02-01,1,Mississippi / Missouri
Dry,2024-03-01,2024-03-01,1,Mississippi / Missouri
Wet,2024-04-01,2024-04-01,1,Mississippi / Missouri
Dry,2024-05-01,2024-05-01,1,Mississippi / Missouri
Wet,2024-06-01,2024-08-01,3,Mississippi / Missouri
Dry,2024-09-01,2024-09-01,1,Mississippi / Missouri
Wet,2024-10-01,2024-10-01,1,Mississippi / Missouri
Dry,2024-11-01,2024-11-01,1,Mississippi / Missouri
Wet,2024-12-01,2024-12-01,1,Mississippi / Missouri
Dry,2002-01-01,2003-04-01,16,Murray Darling
Wet,2003-05-01,2003-05-01,1,Murray Darling
Dry,2003-06-01,2003-08-01,3,Murray Darling
Wet,2003-09-01,2003-09-01,1,Murray Darling
Dry,2003-10-01,2004-08-01,11,Murray Darling
Wet,2004-09-01,2004-10-01,2,Murray Darling
Dry,2004-11-01,2004-11-01,1,Murray Darling
Wet,2004-12-01,2004-12-01,1,Murray Darling
Dry,2005-01-01,2005-06-01,6,Murray Darling
Wet,2005-07-01,2005-07-01,1,Murray Darling
Dry,2005-08-01,2005-08-01,1,Murray Darling
Wet,2005-09-01,2005-11-01,3,Murray Darling
Dry,2005-12-01,2007-07-01,20,Murray Darling
Wet,2007-08-01,2007-08-01,1,Murray Darling
Dry,2007-09-01,2007-10-01,2,Murray Darling
Wet,2007-11-01,2008-02-01,4,Murray Darling
Dry,2008-03-01,2008-09-01,7,Murray Darling
Wet,2008-10-01,2008-10-01,1,Murray Darling
Dry,2008-11-01,2009-04-01,6,Murray Darling
Wet,2009-05-01,2009-07-01,3,Murray Darling
Dry,2009-08-01,2009-12-01,5,Murray Darling
Wet,2010-01-01,2011-05-01,17,Murray Darling
Dry,2011-06-01,2011-09-01,4,Murray Darling
Wet,2011-10-01,2012-04-01,7,Murray Darling
Dry,2012-05-01,2012-05-01,1,Murray Darling
Wet,2012-06-01,2012-07-01,2,Murray Darling
Dry,2012-08-01,2012-09-01,2,Murray Darling
Wet,2012-10-01,2012-10-01,1,Murray Darling
Dry,2012-11-01,2013-01-01,3,Murray Darling
Wet,2013-02-01,2013-03-01,2,Murray Darling
Dry,2013-04-01,2013-05-01,2,Murray Darling
Wet,2013-06-01,2013-08-01,3,Murray Darling
Dry,2013-09-01,2014-02-01,6,Murray Darling
Wet,2014-03-01,2014-06-01,4,Murray Darling
Dry,2014-07-01,2014-07-01,1,Murray Darling
Wet,2014-08-01,2014-09-01,2,Murray Darling
Dry,2014-10-01,2014-12-01,3,Murray Darling
Wet,2015-01-01,2015-01-01,1,Murray Darling
Dry,2015-02-01,2015-04-01,3,Murray Darling
Wet,2015-05-01,2015-09-01,5,Murray Darling
Dry,2015-10-01,2015-10-01,1,Murray Darling
Wet,2015-11-01,2015-11-01,1,Murray Darling
Dry,2015-12-01,2015-12-01,1,Murray Darling
Wet,2016-01-01,2016-01-01,1,Murray Darling
Dry,2016-02-01,2016-05-01,4,Murray Darling
Wet,2016-06-01,2017-01-01,8,Murray Darling
Dry,2017-02-01,2017-02-01,1,Murray Darling
Wet,2017-03-01,2017-05-01,3,Murray Darling
Dry,2017-06-01,2017-10-01,5,Murray Darling
Wet,2017-11-01,2017-11-01,1,Murray Darling
Dry,2017-12-01,2019-04-01,17,Murray Darling
Wet,2019-05-01,2019-05-01,1,Murray Darling
Dry,2019-06-01,2020-01-01,8,Murray Darling
Wet,2020-02-01,2020-04-01,3,Murray Darling
Dry,2020-05-01,2020-05-01,1,Murray Darling
Wet,2020-06-01,2020-10-01,5,Murray Darling
Dry,2020-11-01,2020-11-01,1,Murray Darling
Wet,2020-12-01,2023-01-01,26,Murray Darling
Dry,2023-02-01,2023-04-01,3,Murray Darling
Wet,2023-05-01,2023-05-01,1,Murray Darling
Dry,2023-06-01,2023-06-01,1,Murray Darling
Wet,2023-07-01,2023-07-01,1,Murray Darling
Dry,2023-08-01,2023-10-01,3,Murray Darling
Wet,2023-11-01,2024-04-01,6,Murray Darling
Dry,2024-05-01,2024-05-01,1,Murray Darling
Wet,2024-06-01,2024-10-01,5,Murray Darling
Dry,2024-11-01,2024-11-01,1,Murray Darling
Wet,2024-12-01,2024-12-01,1,Murray Darling
Wet,2002-01-01,2002-01-01,1,Nile
Dry,2002-02-01,2002-02-01,1,Nile
Wet,2002-03-01,2002-03-01,1,Nile
Dry,2002-04-01,2002-12-01,9,Nile
Wet,2003-01-01,2003-01-01,1,Nile
Dry,2003-02-01,2003-07-01,6,Nile
Wet,2003-08-01,2003-09-01,2,Nile
Dry,2003-10-01,2004-03-01,6,Nile
Wet,2004-04-01,2004-04-01,1,Nile
Dry,2004-05-01,2006-04-01,24,Nile
Wet,2006-05-01,2006-05-01,1,Nile
Dry,2006-06-01,2006-10-01,5,Nile
Wet,2006-11-01,2007-02-01,4,Nile
Dry,2007-03-01,2007-06-01,4,Nile
Wet,2007-07-01,2007-08-01,2,Nile
Dry,2007-09-01,2008-03-01,7,Nile
Wet,2008-04-01,2008-04-01,1,Nile
Dry,2008-05-01,2008-09-01,5,Nile
Wet,2008-10-01,2008-10-01,1,Nile
Dry,2008-11-01,2009-01-01,3,Nile
Wet,2009-02-01,2009-02-01,1,Nile
Dry,2009-03-01,2009-03-01,1,Nile
Wet,2009-04-01,2009-04-01,1,Nile
Dry,2009-05-01,2010-01-01,9,Nile
Wet,2010-02-01,2010-03-01,2,Nile
Dry,2010-04-01,2010-04-01,1,Nile
Wet,2010-05-01,2010-05-01,1,Nile
Dry,2010-06-01,2010-06-01,1,Nile
Wet,2010-07-01,2010-11-01,5,Nile
Dry,2010-12-01,2011-08-01,9,Nile
Wet,2011-09-01,2011-12-01,4,Nile
Dry,2012-01-01,2012-03-01,3,Nile
Wet,2012-04-01,2012-04-01,1,Nile
Dry,2012-05-01,2012-05-01,1,Nile
Wet,2012-06-01,2012-10-01,5,Nile
Dry,2012-11-01,2012-11-01,1,Nile
Wet,2012-12-01,2013-03-01,4,Nile
Dry,2013-04-01,2013-04-01,1,Nile
Wet,2013-05-01,2013-05-01,1,Nile
Dry,2013-06-01,2013-07-01,2,Nile
Wet,2013-08-01,2013-12-01,5,Nile
Dry,2014-01-01,2014-02-01,2,Nile
Wet,2014-03-01,2015-01-01,11,Nile
Dry,2015-02-01,2015-04-01,3,Nile
