type,start_date,end_date,duration_blocks,basin,variable
Wet,2004-01-01 00:00:00,2004-07-01 00:00:00,2,Mississippi / Missouri,Precip
Dry,2005-01-01 00:00:00,2006-01-01 00:00:00,3,Mississippi / Missouri,Precip
Wet,2006-07-01 00:00:00,2008-07-01 00:00:00,5,Mississippi / Missouri,Precip
Dry,2009-01-01 00:00:00,2009-01-01 00:00:00,1,Mississippi / Missouri,Precip
Wet,2009-07-01 00:00:00,2010-01-01 00:00:00,2,Mississippi / Missouri,Precip
Dry,2010-07-01 00:00:00,2010-07-01 00:00:00,1,Mississippi / Missouri,Precip
Wet,2011-01-01 00:00:00,2011-01-01 00:00:00,1,Mississippi / Missouri,Precip
Dry,2011-07-01 00:00:00,2012-07-01 00:00:00,3,Mississippi / Missouri,Precip
Wet,2013-01-01 00:00:00,2013-01-01 00:00:00,1,Mississippi / Missouri,Precip
Dry,2013-07-01 00:00:00,2014-07-01 00:00:00,3,Mississippi / Missouri,Precip
Wet,2015-01-01 00:00:00,2015-07-01 00:00:00,2,Mississippi / Missouri,Precip
Dry,2016-01-01 00:00:00,2016-01-01 00:00:00,1,Mississippi / Missouri,Precip
Wet,2016-07-01 00:00:00,2017-01-01 00:00:00,2,Mississippi / Missouri,Precip
Dry,2017-07-01 00:00:00,2017-07-01 00:00:00,1,Mississippi / Missouri,Precip
Wet,2018-01-01 00:00:00,2020-01-01 00:00:00,5,Mississippi / Missouri,Precip
Dry,2020-07-01 00:00:00,2023-07-01 00:00:00,7,Mississippi / Missouri,Precip
Wet,2024-01-01 00:00:00,2024-01-01 00:00:00,1,Mississippi / Missouri,Precip
Dry,2024-07-01 00:00:00,2024-07-01 00:00:00,1,Mississippi / Missouri,Precip
Wet,2025-01-01 00:00:00,2025-01-01 00:00:00,1,Mississippi / Missouri,Precip
Dry,2002-01-01 00:00:00,2005-01-01 00:00:00,7,Murray,ET
Wet,2005-07-01 00:00:00,2005-07-01 00:00:00,1,Murray,ET
Dry,2006-01-01 00:00:00,2007-07-01 00:00:00,4,Murray,ET
Wet,2008-01-01 00:00:00,2008-01-01 00:00:00,1,Murray,ET
Dry,2008-07-01 00:00:00,2009-07-01 00:00:00,3,Murray,ET
Wet,2010-01-01 00:00:00,2012-01-01 00:00:00,5,Murray,ET
Dry,2012-07-01 00:00:00,2014-07-01 00:00:00,5,Murray,ET
Wet,2015-01-01 00:00:00,2015-07-01 00:00:00,2,Murray,ET
Dry,2016-01-01 00:00:00,2016-01-01 00:00:00,1,Murray,ET
Wet,2016-07-01 00:00:00,2016-07-01 00:00:00,1,Murray,ET
Dry,2017-01-01 00:00:00,2019-07-01 00:00:00,6,Murray,ET
Wet,2020-01-01 00:00:00,2023-01-01 00:00:00,7,Murray,ET
Dry,2023-07-01 00:00:00,2023-07-01 00:00:00,1,Murray,ET
Wet,2024-01-01 00:00:00,2024-07-01 00:00:00,2,Murray,ET
Dry,1998-01-01 00:00:00,1998-01-01 00:00:00,1,Murray,Precip
Wet,1998-07-01 00:00:00,2000-07-01 00:00:00,5,Murray,Precip
Dry,2001-01-01 00:00:00,2004-01-01 00:00:00,7,Murray,Precip
Wet,2004-07-01 00:00:00,2004-07-01 00:00:00,1,Murray,Precip
Dry,2005-01-01 00:00:00,2005-01-01 00:00:00,1,Murray,Precip
Wet,2005-07-01 00:00:00,2005-07-01 00:00:00,1,Murray,Precip
Dry,2006-01-01 00:00:00,2007-01-01 00:00:00,3,Murray,Precip
Wet,2007-07-01 00:00:00,2007-07-01 00:00:00,1,Murray,Precip
Dry,2008-01-01 00:00:00,2008-01-01 00:00:00,1,Murray,Precip
Wet,2008-07-01 00:00:00,2008-07-01 00:00:00,1,Murray,Precip
Dry,2009-01-01 00:00:00,2009-07-01 00:00:00,2,Murray,Precip
Wet,2010-01-01 00:00:00,2012-01-01 00:00:00,5,Murray,Precip
Dry,2012-07-01 00:00:00,2013-07-01 00:00:00,3,Murray,Precip
Wet,2014-01-01 00:00:00,2014-01-01 00:00:00,1,Murray,Precip
Dry,2014-07-01 00:00:00,2014-07-01 00:00:00,1,Murray,Precip
Wet,2015-01-01 00:00:00,2015-01-01 00:00:00,1,Murray,Precip
Dry,2015-07-01 00:00:00,2015-07-01 00:00:00,1,Murray,Precip
Wet,2016-01-01 00:00:00,2016-07-01 00:00:00,2,Murray,Precip
Dry,2017-01-01 00:00:00,2019-07-01 00:00:00,6,Murray,Precip
Wet,2020-01-01 00:00:00,2020-01-01 00:00:00,1,Murray,Precip
Dry,2020-07-01 00:00:00,2020-07-01 00:00:00,1,Murray,Precip
Wet,2021-01-01 00:00:00,2022-07-01 00:00:00,4,Murray,Precip
Dry,2023-01-01 00:00:00,2023-07-01 00:00:00,2,Murray,Precip
Wet,2024-01-01 00:00:00,2025-01-01 00:00:00,3,Murray,Precip
Dry,2002-01-01 00:00:00,2010-01-01 00:00:00,17,Nile,ET
Wet,2010-07-01 00:00:00,2010-07-01 00:00:00,1,Nile,ET
Dry,2011-01-01 00:00:00,2011-01-01 00:00:00,1,Nile,ET
Wet,2011-07-01 00:00:00,2011-07-01 00:00:00,1,Nile,ET
Dry,2012-01-01 00:00:00,2012-01-01 00:00:00,1,Nile,ET
Wet,2012-07-01 00:00:00,2015-01-01 00:00:00,6,Nile,ET
Dry,2015-07-01 00:00:00,2015-07-01 00:00:00,1,Nile,ET
Wet,2016-01-01 00:00:00,2016-01-01 00:00:00,1,Nile,ET
Dry,2016-07-01 00:00:00,2017-01-01 00:00:00,2,Nile,ET
Wet,2017-07-01 00:00:00,2018-01-01 00:00:00,2,Nile,ET
Dry,2018-07-01 00:00:00,2019-01-01 00:00:00,2,Nile,ET
Wet,2019-07-01 00:00:00,2024-07-01 00:00:00,11,Nile,ET
Wet,1998-01-01 00:00:00,1998-07-01 00:00:00,2,Nile,Precip
Dry,1999-01-01 00:00:00,1999-01-01 00:00:00,1,Nile,Precip
Wet,1999-07-01 00:00:00,1999-07-01 00:00:00,1,Nile,Precip
Dry,2000-01-01 00:00:00,2000-01-01 00:00:00,1,Nile,Precip
Wet,2000-07-01 00:00:00,2001-07-01 00:00:00,3,Nile,Precip
Dry,2002-01-01 00:00:00,2005-07-01 00:00:00,8,Nile,Precip
Wet,2006-01-01 00:00:00,2008-01-01 00:00:00,5,Nile,Precip
Dry,2008-07-01 00:00:00,2009-07-01 00:00:00,3,Nile,Precip
Wet,2010-01-01 00:00:00,2010-01-01 00:00:00,1,Nile,Precip
Dry,2010-07-01 00:00:00,2011-01-01 00:00:00,2,Nile,Precip
Wet,2011-07-01 00:00:00,2011-07-01 00:00:00,1,Nile,Precip
Dry,2012-01-01 00:00:00,2012-01-01 00:00:00,1,Nile,Precip
Wet,2012-07-01 00:00:00,2012-07-01 00:00:00,1,Nile,Precip
Dry,2013-01-01 00:00:00,2014-01-01 00:00:00,3,Nile,Precip
Wet,2014-07-01 00:00:00,2014-07-01 00:00:00,1,Nile,Precip
Dry,2015-01-01 00:00:00,2015-07-01 00:00:00,2,Nile,Precip
Wet,2016-01-01 00:00:00,2016-01-01 00:00:00,1,Nile,Precip
Dry,2016-07-01 00:00:00,2016-07-01 00:00:00,1,Nile,Precip
Wet,2017-01-01 00:00:00,2018-01-01 00:00:00,3,Nile,Precip
Dry,2018-07-01 00:00:00,2018-07-01 00:00:00,1,Nile,Precip
Wet,2019-01-01 00:00:00,2020-07-01 00:00:00,4,Nile,Precip
Dry,2021-01-01 00:00:00,2022-01-01 00:00:00,3,Nile,Precip
Wet,2022-07-01 00:00:00,2023-01-01 00:00:00,2,Nile,Precip
Dry,2023-07-01 00:00:00,2023-07-01 00:00:00,1,Nile,Precip
Wet,2024-01-01 00:00:00,2024-01-01 00:00:00,1,Nile,Precip
Dry,2024-07-01 00:00:00,2025-01-01 00:00:00,2,Nile,Precip
Dry,2002-01-01 00:00:00,2009-01-01 00:00:00,15,Yangtze Basin,ET
Wet,2009-07-01 00:00:00,2009-07-01 00:00:00,1,Yangtze Basin,ET
Dry,2010-01-01 00:00:00,2012-01-01 00:00:00,5,Yangtze Basin,ET
Wet,2012-07-01 00:00:00,2013-01-01 00:00:00,2,Yangtze Basin,ET
Dry,2013-07-01 00:00:00,2014-01-01 00:00:00,2,Yangtze Basin,ET
Wet,2014-07-01 00:00:00,2015-01-01 00:00:00,2,Yangtze Basin,ET
Dry,2015-07-01 00:00:00,2015-07-01 00:00:00,1,Yangtze Basin,ET
Wet,2016-01-01 00:00:00,2022-01-01 00:00:00,13,Yangtze Basin,ET
Dry,2022-07-01 00:00:00,2022-07-01 00:00:00,1,Yangtze Basin,ET
Wet,2023-01-01 00:00:00,2024-07-01 00:00:00,4,Yangtze Basin,ET
Wet,1998-01-01 00:00:00,1999-07-01 00:00:00,4,Yangtze Basin,Precip
Dry,2000-01-01 00:00:00,2000-01-01 00:00:00,1,Yangtze Basin,Precip
Wet,2000-07-01 00:00:00,2000-07-01 00:00:00,1,Yangtze Basin,Precip
Dry,2001-01-01 00:00:00,2001-07-01 00:00:00,2,Yangtze Basin,Precip
Wet,2002-01-01 00:00:00,2002-07-01 00:00:00,2,Yangtze Basin,Precip
Dry,2003-01-01 00:00:00,2008-01-01 00:00:00,11,Yangtze Basin,Precip
Wet,2008-07-01 00:00:00,2008-07-01 00:00:00,1,Yangtze Basin,Precip
Dry,2009-01-01 00:00:00,2009-07-01 00:00:00,2,Yangtze Basin,Precip
Wet,2010-01-01 00:00:00,2010-07-01 00:00:00,2,Yangtze Basin,Precip
Dry,2011-01-01 00:00:00,2012-01-01 00:00:00,3,Yangtze Basin,Precip
Wet,2012-07-01 00:00:00,2012-07-01 00:00:00,1,Yangtze Basin,Precip
Dry,2013-01-01 00:00:00,2014-01-01 00:00:00,3,Yangtze Basin,Precip
Wet,2014-07-01 00:00:00,2017-07-01 00:00:00,7,Yangtze Basin,Precip
Dry,2018-01-01 00:00:00,2018-01-01 00:00:00,1,Yangtze Basin,Precip
Wet,2018-07-01 00:00:00,2019-01-01 00:00:00,2,Yangtze Basin,Precip
Dry,2019-07-01 00:00:00,2019-07-01 00:00:00,1,Yangtze Basin,Precip
Wet,2020-01-01 00:00:00,2022-01-01 00:00:00,5,Yangtze Basin,Precip
Dry,2022-07-01 00:00:00,2023-01-01 00:00:00,2,Yangtze Basin,Precip
Wet,2023-07-01 00:00:00,2024-01-01 00:00:00,2,Yangtze Basin,Precip
Dry,2024-07-01 00:00:00,2025-01-01 00:00:00,2,Yangtze Basin,Precip
Dry,2001-03-01,2005-03-01,9,Amazon Basin,Runoff
Wet,2005-09-01,2006-03-01,2,Amazon Basin,Runoff
Dry,2006-09-01,2007-03-01,2,Amazon Basin,Runoff
Wet,2007-09-01,2007-09-01,1,Amazon Basin,Runoff
Dry,2008-03-01,2008-03-01,1,Amazon Basin,Runoff
Wet,2008-09-01,2009-03-01,2,Amazon Basin,Runoff
Dry,2009-09-01,2010-03-01,2,Amazon Basin,Runoff
Wet,2010-09-01,2014-09-01,9,Amazon Basin,Runoff
Dry,2015-03-01,2016-03-01,3,Amazon Basin,Runoff
Wet,2016-09-01,2019-03-01,6,Amazon Basin,Runoff
Dry,2019-09-01,2020-09-01,3,Amazon Basin,Runoff
Wet,2021-03-01,2021-03-01,1,Amazon Basin,Runoff
Dry,2021-09-01,2021-09-01,1,Amazon Basin,Runoff
Wet,2022-03-01,2022-03-01,1,Amazon Basin,Runoff
Dry,2022-09-01,2024-09-01,5,Amazon Basin,Runoff
Wet,2001-03-01,2001-03-01,1,California,Runoff
Dry,2001-09-01,2002-09-01,3,California,Runoff
Wet,2003-03-01,2003-09-01,2,California,Runoff
Dry,2004-03-01,2004-03-01,1,California,Runoff
Wet,2004-09-01,2006-03-01,4,California,Runoff
Dry,2006-09-01,2007-03-01,2,California,Runoff
Wet,2007-09-01,2007-09-01,1,California,Runoff
Dry,2008-03-01,2009-09-01,4,California,Runoff
Wet,2010-03-01,2011-03-01,3,California,Runoff
Dry,2011-09-01,2015-09-01,9,California,Runoff
Wet,2016-03-01,2017-03-01,3,California,Runoff
Dry,2017-09-01,2018-03-01,2,California,Runoff
Wet,2018-09-01,2019-03-01,2,California,Runoff
Dry,2019-09-01,2022-03-01,6,California,Runoff
Wet,2022-09-01,2023-03-01,2,California,Runoff
Dry,2023-09-01,2024-09-01,3,California,Runoff
Wet,2001-03-01,2001-03-01,1,Colorado,Runoff
Dry,2001-09-01,2004-03-01,6,Colorado,Runoff
Wet,2004-09-01,2005-03-01,2,Colorado,Runoff
Dry,2005-09-01,2005-09-01,1,Colorado,Runoff
Wet,2006-03-01,2006-09-01,2,Colorado,Runoff
Dry,2007-03-01,2007-03-01,1,Colorado,Runoff
Wet,2007-09-01,2008-03-01,2,Colorado,Runoff
Dry,2008-09-01,2009-09-01,3,Colorado,Runoff
Wet,2010-03-01,2011-03-01,3,Colorado,Runoff
Dry,2011-09-01,2013-03-01,4,Colorado,Runoff
Wet,2013-09-01,2014-09-01,3,Colorado,Runoff
Dry,2015-03-01,2015-03-01,1,Colorado,Runoff
Wet,2015-09-01,2015-09-01,1,Colorado,Runoff
Dry,2016-03-01,2016-03-01,1,Colorado,Runoff
Wet,2016-09-01,2017-03-01,2,Colorado,Runoff
Dry,2017-09-01,2018-03-01,2,Colorado,Runoff
Wet,2018-09-01,2019-03-01,2,Colorado,Runoff
Dry,2019-09-01,2022-03-01,6,Colorado,Runoff
Wet,2022-09-01,2023-03-01,2,Colorado,Runoff
Dry,2023-09-01,2023-09-01,1,Colorado,Runoff
Wet,2024-03-01,2024-03-01,1,Colorado,Runoff
Dry,2024-09-01,2024-09-01,1,Colorado,Runoff
Dry,2001-03-01,2002-03-01,3,Congo,Runoff
Wet,2002-09-01,2002-09-01,1,Congo,Runoff
Dry,2003-03-01,2004-03-01,3,Congo,Runoff
Wet,2004-09-01,2004-09-01,1,Congo,Runoff
Dry,2005-03-01,2007-03-01,5,Congo,Runoff
Wet,2007-09-01,2007-09-01,1,Congo,Runoff
Dry,2008-03-01,2009-09-01,4,Congo,Runoff
Wet,2010-03-01,2011-09-01,4,Congo,Runoff
Dry,2012-03-01,2012-03-01,1,Congo,Runoff
Wet,2012-09-01,2013-03-01,2,Congo,Runoff
Dry,2013-09-01,2014-03-01,2,Congo,Runoff
Wet,2014-09-01,2014-09-01,1,Congo,Runoff
Dry,2015-03-01,2015-09-01,2,Congo,Runoff
Wet,2016-03-01,2016-03-01,1,Congo,Runoff
Dry,2016-09-01,2016-09-01,1,Congo,Runoff
Wet,2017-03-01,2018-03-01,3,Congo,Runoff
Dry,2018-09-01,2018-09-01,1,Congo,Runoff
Wet,2019-03-01,2019-03-01,1,Congo,Runoff
Dry,2019-09-01,2019-09-01,1,Congo,Runoff
Wet,2020-03-01,2020-03-01,1,Congo,Runoff
Dry,2020-09-01,2020-09-01,1,Congo,Runoff
Wet,2021-03-01,2021-03-01,1,Congo,Runoff
Dry,2021-09-01,2021-09-01,1,Congo,Runoff
Wet,2022-03-01,2023-03-01,3,Congo,Runoff
Dry,2023-09-01,2023-09-01,1,Congo,Runoff
Wet,2024-03-01,2024-03-01,1,Congo,Runoff
Dry,2024-09-01,2024-09-01,1,Congo,Runoff
Wet,2001-03-01,2001-03-01,1,Danube,Runoff
Dry,2001-09-01,2002-03-01,2,Danube,Runoff
Wet,2002-09-01,2002-09-01,1,Danube,Runoff
Dry,2003-03-01,2003-03-01,1,Danube,Runoff
Wet,2003-09-01,2004-03-01,2,Danube,Runoff
Dry,2004-09-01,2004-09-01,1,Danube,Runoff
Wet,2005-03-01,2006-03-01,3,Danube,Runoff
Dry,2006-09-01,2007-03-01,2,Danube,Runoff
Wet,2007-09-01,2007-09-01,1,Danube,Runoff
Dry,2008-03-01,2008-03-01,1,Danube,Runoff
Wet,2008-09-01,2008-09-01,1,Danube,Runoff
Dry,2009-03-01,2009-03-01,1,Danube,Runoff
Wet,2009-09-01,2011-03-01,4,Danube,Runoff
Dry,2011-09-01,2011-09-01,1,Danube,Runoff
Wet,2012-03-01,2013-03-01,3,Danube,Runoff
Dry,2013-09-01,2014-03-01,2,Danube,Runoff
Wet,2014-09-01,2014-09-01,1,Danube,Runoff
Dry,2015-03-01,2015-03-01,1,Danube,Runoff
Wet,2015-09-01,2015-09-01,1,Danube,Runoff
Dry,2016-03-01,2016-03-01,1,Danube,Runoff
Wet,2016-09-01,2016-09-01,1,Danube,Runoff
Dry,2017-03-01,2017-09-01,2,Danube,Runoff
Wet,2018-03-01,2018-03-01,1,Danube,Runoff
Dry,2018-09-01,2020-03-01,4,Danube,Runoff
Wet,2020-09-01,2020-09-01,1,Danube,Runoff
Dry,2021-03-01,2024-09-01,8,Danube,Runoff
Dry,2001-03-01,2001-03-01,1,Ganges / Bhramaputra Basin,Runoff
Wet,2001-09-01,2002-03-01,2,Ganges / Bhramaputra Basin,Runoff
Dry,2002-09-01,2002-09-01,1,Ganges / Bhramaputra Basin,Runoff
Wet,2003-03-01,2005-09-01,6,Ganges / Bhramaputra Basin,Runoff
Dry,2006-03-01,2006-09-01,2,Ganges / Bhramaputra Basin,Runoff
Wet,2007-03-01,2008-03-01,3,Ganges / Bhramaputra Basin,Runoff
Dry,2008-09-01,2010-03-01,4,Ganges / Bhramaputra Basin,Runoff
Wet,2010-09-01,2011-03-01,2,Ganges / Bhramaputra Basin,Runoff
Dry,2011-09-01,2012-03-01,2,Ganges / Bhramaputra Basin,Runoff
Wet,2012-09-01,2013-09-01,3,Ganges / Bhramaputra Basin,Runoff
Dry,2014-03-01,2014-09-01,2,Ganges / Bhramaputra Basin,Runoff
Wet,2015-03-01,2015-03-01,1,Ganges / Bhramaputra Basin,Runoff
Dry,2015-09-01,2015-09-01,1,Ganges / Bhramaputra Basin,Runoff
Wet,2016-03-01,2016-03-01,1,Ganges / Bhramaputra Basin,Runoff
Dry,2016-09-01,2018-09-01,5,Ganges / Bhramaputra Basin,Runoff
Wet,2019-03-01,2020-09-01,4,Ganges / Bhramaputra Basin,Runoff
Dry,2021-03-01,2021-03-01,1,Ganges / Bhramaputra Basin,Runoff
Wet,2021-09-01,2021-09-01,1,Ganges / Bhramaputra Basin,Runoff
Dry,2022-03-01,2022-03-01,1,Ganges / Bhramaputra Basin,Runoff
Wet,2022-09-01,2022-09-01,1,Ganges / Bhramaputra Basin,Runoff
Dry,2023-03-01,2023-09-01,2,Ganges / Bhramaputra Basin,Runoff
Wet,2024-03-01,2024-09-01,2,Ganges / Bhramaputra Basin,Runoff
Wet,2001-03-01,2001-03-01,1,Mekong Basin,Runoff
Dry,2001-09-01,2001-09-01,1,Mekong Basin,Runoff
Wet,2002-03-01,2002-03-01,1,Mekong Basin,Runoff
Dry,2002-09-01,2003-09-01,3,Mekong Basin,Runoff
Wet,2004-03-01,2004-03-01,1,Mekong Basin,Runoff
Dry,2004-09-01,2004-09-01,1,Mekong Basin,Runoff
Wet,2005-03-01,2005-03-01,1,Mekong Basin,Runoff
Dry,2005-09-01,2005-09-01,1,Mekong Basin,Runoff
Wet,2006-03-01,2006-03-01,1,Mekong Basin,Runoff
Dry,2006-09-01,2006-09-01,1,Mekong Basin,Runoff
Wet,2007-03-01,2007-03-01,1,Mekong Basin,Runoff
Dry,2007-09-01,2009-03-01,4,Mekong Basin,Runoff
Wet,2009-09-01,2009-09-01,1,Mekong Basin,Runoff
Dry,2010-03-01,2010-03-01,1,Mekong Basin,Runoff
Wet,2010-09-01,2011-09-01,3,Mekong Basin,Runoff
Dry,2012-03-01,2013-03-01,3,Mekong Basin,Runoff
Wet,2013-09-01,2014-03-01,2,Mekong Basin,Runoff
Dry,2014-09-01,2016-03-01,4,Mekong Basin,Runoff
Wet,2016-09-01,2017-03-01,2,Mekong Basin,Runoff
Dry,2017-09-01,2017-09-01,1,Mekong Basin,Runoff
Wet,2018-03-01,2018-03-01,1,Mekong Basin,Runoff
Dry,2018-09-01,2018-09-01,1,Mekong Basin,Runoff
Wet,2019-03-01,2019-03-01,1,Mekong Basin,Runoff
Dry,2019-09-01,2020-03-01,2,Mekong Basin,Runoff
Wet,2020-09-01,2020-09-01,1,Mekong Basin,Runoff
Dry,2021-03-01,2021-03-01,1,Mekong Basin,Runoff
Wet,2021-09-01,2022-09-01,3,Mekong Basin,Runoff
Dry,2023-03-01,2023-03-01,1,Mekong Basin,Runoff
Wet,2023-09-01,2024-09-01,3,Mekong Basin,Runoff
Dry,2001-03-01,2002-03-01,3,Mississippi / Missouri,Runoff
Wet,2002-09-01,2003-09-01,3,Mississippi / Missouri,Runoff
Dry,2004-03-01,2004-03-01,1,Mississippi / Missouri,Runoff
Wet,2004-09-01,2004-09-01,1,Mississippi / Missouri,Runoff
Dry,2005-03-01,2006-03-01,3,Mississippi / Missouri,Runoff
Wet,2006-09-01,2006-09-01,1,Mississippi / Missouri,Runoff
Dry,2007-03-01,2007-09-01,2,Mississippi / Missouri,Runoff
Wet,2008-03-01,2008-03-01,1,Mississippi / Missouri,Runoff
Dry,2008-09-01,2008-09-01,1,Mississippi / Missouri,Runoff
Wet,2009-03-01,2010-03-01,3,Mississippi / Missouri,Runoff
Dry,2010-09-01,2010-09-01,1,Mississippi / Missouri,Runoff
Wet,2011-03-01,2011-03-01,1,Mississippi / Missouri,Runoff
Dry,2011-09-01,2012-09-01,3,Mississippi / Missouri,Runoff
Wet,2013-03-01,2013-03-01,1,Mississippi / Missouri,Runoff
Dry,2013-09-01,2013-09-01,1,Mississippi / Missouri,Runoff
Wet,2014-03-01,2014-03-01,1,Mississippi / Missouri,Runoff
Dry,2014-09-01,2014-09-01,1,Mississippi / Missouri,Runoff
Wet,2015-03-01,2016-03-01,3,Mississippi / Missouri,Runoff
Dry,2016-09-01,2016-09-01,1,Mississippi / Missouri,Runoff
Wet,2017-03-01,2017-09-01,2,Mississippi / Missouri,Runoff
Dry,2018-03-01,2018-03-01,1,Mississippi / Missouri,Runoff
Wet,2018-09-01,2020-03-01,4,Mississippi / Missouri,Runoff
Dry,2020-09-01,2020-09-01,1,Mississippi / Missouri,Runoff
Wet,2021-03-01,2021-03-01,1,Mississippi / Missouri,Runoff
Dry,2021-09-01,2024-09-01,7,Mississippi / Missouri,Runoff
Dry,2001-03-01,2001-03-01,1,Murray,Runoff
Wet,2001-09-01,2001-09-01,1,Murray,Runoff
Dry,2002-03-01,2007-03-01,11,Murray,Runoff
Wet,2007-09-01,2007-09-01,1,Murray,Runoff
Dry,2008-03-01,2009-09-01,4,Murray,Runoff
Wet,2010-03-01,2012-03-01,5,Murray,Runoff
Dry,2012-09-01,2012-09-01,1,Murray,Runoff
Wet,2013-03-01,2013-03-01,1,Murray,Runoff
Dry,2013-09-01,2013-09-01,1,Murray,Runoff
Wet,2014-03-01,2014-03-01,1,Murray,Runoff
Dry,2014-09-01,2014-09-01,1,Murray,Runoff
Wet,2015-03-01,2015-03-01,1,Murray,Runoff
Dry,2015-09-01,2015-09-01,1,Murray,Runoff
Wet,2016-03-01,2016-09-01,2,Murray,Runoff
Dry,2017-03-01,2019-09-01,6,Murray,Runoff
Wet,2020-03-01,2020-03-01,1,Murray,Runoff
Dry,2020-09-01,2020-09-01,1,Murray,Runoff
Wet,2021-03-01,2022-09-01,4,Murray,Runoff
Dry,2023-03-01,2023-09-01,2,Murray,Runoff
Wet,2024-03-01,2024-03-01,1,Murray,Runoff
Dry,2024-09-01,2024-09-01,1,Murray,Runoff
Dry,2001-03-01,2005-09-01,10,Nile,Runoff
Wet,2006-03-01,2007-03-01,3,Nile,Runoff
Dry,2007-09-01,2009-09-01,5,Nile,Runoff
Wet,2010-03-01,2010-09-01,2,Nile,Runoff
Dry,2011-03-01,2011-03-01,1,Nile,Runoff
Wet,2011-09-01,2011-09-01,1,Nile,Runoff
Dry,2012-03-01,2012-03-01,1,Nile,Runoff
Wet,2012-09-01,2013-03-01,2,Nile,Runoff
Dry,2013-09-01,2013-09-01,1,Nile,Runoff
Wet,2014-03-01,2014-09-01,2,Nile,Runoff
Dry,2015-03-01,2015-03-01,1,Nile,Runoff
Wet,2015-09-01,2016-03-01,2,Nile,Runoff
Dry,2016-09-01,2016-09-01,1,Nile,Runoff
Wet,2017-03-01,2017-03-01,1,Nile,Runoff
Dry,2017-09-01,2017-09-01,1,Nile,Runoff
Wet,2018-03-01,2018-03-01,1,Nile,Runoff
Dry,2018-09-01,2019-03-01,2,Nile,Runoff
Wet,2019-09-01,2020-09-01,3,Nile,Runoff
Dry,2021-03-01,2021-03-01,1,Nile,Runoff
Wet,2021-09-01,2022-03-01,2,Nile,Runoff
Dry,2022-09-01,2023-03-01,2,Nile,Runoff
Wet,2023-09-01,2023-09-01,1,Nile,Runoff
Dry,2024-03-01,2024-09-01,2,Nile,Runoff
Dry,2001-03-01,2001-09-01,2,Yangtze Basin,Runoff
Wet,2002-03-01,2002-03-01,1,Yangtze Basin,Runoff
Dry,2002-09-01,2009-09-01,15,Yangtze Basin,Runoff
Wet,2010-03-01,2010-03-01,1,Yangtze Basin,Runoff
Dry,2010-09-01,2011-03-01,2,Yangtze Basin,Runoff
Wet,2011-09-01,2012-09-01,3,Yangtze Basin,Runoff
Dry,2013-03-01,2014-03-01,3,Yangtze Basin,Runoff
Wet,2014-09-01,2014-09-01,1,Yangtze Basin,Runoff
Dry,2015-03-01,2015-03-01,1,Yangtze Basin,Runoff
Wet,2015-09-01,2016-03-01,2,Yangtze Basin,Runoff
Dry,2016-09-01,2016-09-01,1,Yangtze Basin,Runoff
Wet,2017-03-01,2017-09-01,2,Yangtze Basin,Runoff
Dry,2018-03-01,2018-03-01,1,Yangtze Basin,Runoff
Wet,2018-09-01,2021-09-01,7,Yangtze Basin,Runoff
Dry,2022-03-01,2023-03-01,3,Yangtze Basin,Runoff
Wet,2023-09-01,2024-03-01,2,Yangtze Basin,Runoff
Dry,2024-09-01,2024-09-01,1,Yangtze Basin,Runoff
